heat_degree_hours,dehydration_pct_hours,fatigue_hours,burden,intervention_cost,info_cost,total_score,peak_true_core_c,peak_true_deficit,final_fatigue,rmse_core_c,bias_core_c,rmse_deficit,coverage95_core,mean_core_sd,n_verify,cooling_hours,n_human_check,n_water_fix,n_commands_issued,n_rejected,n_failed,n_tool_calls,detection_latency_h,false_cooling_hours,scenario,seed,agent,days,decide_every,sensor_noise_mult,verify_price
1.1709119250289728,0.0,1.3093178507027132,1.9565026354506005,1.15,0.0,3.1065026354506005,39.9240962011133,0.008096795220948897,0.0,0.10427611225714391,0.022457854332864933,0.0014931134245733532,0.9807692307692307,0.13746057692307692,0,10.0,1,0,24,0,0,94,0.5,4.5,fever_hot,22,bounded_react,1,4,1.0,0.0
1.4070611492365686,0.0,2.458797973505651,2.882339933339959,1.33,0.0,4.212339933339959,39.99067053566803,0.00751662093101957,0.008883632080112926,0.09442148060839588,0.011959302612775575,0.0019147335480926627,0.9807692307692307,0.13404038461538462,0,13.0,1,0,24,0,0,95,0.5,7.75,fever_hot,23,bounded_react,1,4,1.0,0.0
1.1594153864147234,0.0,1.5639442253687246,2.097781921635958,1.15,0.0,3.247781921635958,39.94007574845963,0.008301541668787943,0.0,0.1107929962936099,0.020360681111160857,0.0022275242450664717,0.9807692307692307,0.13368076923076921,0,10.0,1,0,24,0,0,95,0.25,4.75,fever_hot,24,bounded_react,1,4,1.0,0.0
1.2719681849612314,0.0,2.3509490638756403,2.6825376232866156,1.21,0.0,3.8925376232866156,40.02433713157177,0.00954198034628983,0.019582501728677527,0.11076351973801608,0.024600091210544746,0.0013274902055020715,0.9807692307692307,0.13458942307692306,0,11.0,1,0,24,0,0,95,0.25,5.5,fever_hot,0,bounded_react_noverify,1,4,1.0,0.0
1.419754653222931,0.0,2.047188500551605,2.648067753553894,1.09,0.0,3.738067753553894,39.91912129087038,0.009356414563566007,0.0,0.10426146114312776,0.011832318954471788,0.0014904808620571804,0.9807692307692307,0.13336634615384615,0,9.0,1,0,24,0,0,95,0.0,3.75,fever_hot,1,bounded_react_noverify,1,4,1.0,0.0
3.363179297367571,0.0,7.562137604585111,7.900461860118638,1.51,0.0,9.410461860118637,39.890825835889714,0.007725641476290693,0.5537500000000002,0.15553871981426756,-0.02435949479738295,0.0021522642685145588,0.9711538461538461,0.14489134615384616,0,16.0,1,0,24,1,0,94,0.75,4.25,fever_hot,2,bounded_react_noverify,1,4,1.0,0.0
1.633333771776078,0.0,3.796749853134385,3.911383683656709,1.27,0.0,5.181383683656708,39.92469759782655,0.007686615501170348,0.17583357447684345,0.14537814518611675,-0.007200022992862069,0.0016353872052688055,0.9807692307692307,0.1359076923076923,0,12.0,1,0,24,0,0,95,1.0,6.0,fever_hot,3,bounded_react_noverify,1,4,1.0,0.0
1.5469724167973062,0.0,3.1917934746789722,3.4620485016046896,1.57,0.0,5.03204850160469,39.86018069943298,0.007205822680066199,0.1495848292385188,0.13888669663588118,-0.01523982553603176,0.0016522575520547076,0.9519230769230769,0.1400307692307692,0,17.0,1,0,24,1,0,95,0.75,11.25,fever_hot,4,bounded_react_noverify,1,4,1.0,0.0
1.4515015125004176,0.0,2.542912004272165,2.9772487150637166,1.15,0.0,4.1272487150637165,40.049018467269704,0.007654318976369004,0.012075831875229901,0.10073837408742926,0.00958299043252401,0.0012498739154737169,0.9903846153846154,0.13675096153846153,0,10.0,1,0,24,0,0,94,1.0,4.5,fever_hot,5,bounded_react_noverify,1,4,1.0,0.0
1.22122337888133,0.0,1.5190355480426203,2.132644707706902,1.15,0.0,3.282644707706902,39.86393791738814,0.008273753782254834,0.0,0.08767983768375946,0.016052607449820604,0.0016008456588115906,0.9903846153846154,0.13387884615384615,0,10.0,1,0,24,0,1,95,0.25,4.75,fever_hot,6,bounded_react_noverify,1,4,1.0,0.0
